Electrode,-29.2999212088127,81.561918684149,-8.55035021304249,Fp1
Electrode,0.010057848260467,86.1073009419826,-4.91842651090603,Fpz
Electrode,29.7997093156922,82.2295669875915,-8.43479365601293,Fp2
Electrode,-53.7118798570898,64.0577400072935,-10.6924618867631,AF7
Electrode,-34.6484535573053,75.4380666863879,19.5456745150279,AF3
Electrode,0.207206215747636,80.4102108606471,32.493424383279,AFz
Electrode,35.7688550947156,76.0131907048219,20.3838896821549,AF4
Electrode,54.4935286897037,64.5618544775241,-10.4194724086649,AF8
Electrode,-69.5524085498639,38.0578033254625,-50.7556035013704,F9
Electrode,-68.9673456827864,38.4068087687072,-11.0842644975084,F7
Electrode,-62.8512287304998,45.9543559113882,16.0199074659133,F5
Electrode,-49.0955653646737,52.4536954722502,39.2768991637569,F3
Electrode,-27.4596603497276,57.3354236477331,56.6350517146846,F1
Electrode,0.352879773349675,59.5753046937515,64.4247436793212,Fz
Electrode,28.5533765818352,57.7274876684218,57.4988549218758,F2
Electrode,50.7768913262158,52.9858543876419,40.2164001564367,F4
Electrode,64.33740779895,46.4254493762011,16.4727505759851,F6
Electrode,70.1888856194144,38.8772635235838,-10.7506443128155,F8
Electrode,70.34796064692,38.3785593188798,-50.3275985932486,F10
Electrode,-77.8418362707613,10.4766757107325,-50.2838578739961,FT9
Electrode,-76.668849490186,10.7565959821556,-10.3359629871553,FT7
Electrode,-74.2350250195914,16.8584321204796,23.8477340096436,FC5
Electrode,-58.9775164691567,22.2307288859689,53.8188771340361,FC3
Electrode,-33.1062047452163,26.2229099164563,75.9514769847315,FC1
Electrode,0.57827591076531,27.9204712649901,85.1456163252129,FCz
Electrode,34.3811041846898,26.3914456190625,76.250323623638,FC2
Electrode,60.8492111381451,22.5618610950133,54.5282660137107,FC4
Electrode,76.0059617307894,17.1885261855962,24.2601873326841,FC6
Electrode,78.3350445385753,11.0826634018482,-9.99167215161767,FT8
Electrode,78.9738836207853,10.7162444111895,-49.8321216781999,FT10
Electrode,-79.8488295269595,-17.4089252903512,-48.8381620247132,T9
Electrode,-82.3896568766112,-16.8955839420956,-9.32233003817476,T7
Electrode,-81.0416563620122,-14.2350802190107,26.3115632571055,C5
Electrode,-67.7221271272203,-11.2783781946,61.1539621986627,C3
Electrode,-38.3363979973189,-9.13811839778752,86.4368575610543,C1
ReferenceElectrode,0.036464278783969,-8.22151736884952,97.345154973377,Cz
Electrode,38.5233283968939,-9.12916310011699,86.7821495475937,C2
Electrode,68.4460647463716,-11.2463619187364,61.9557929359887,C4
Electrode,82.4839720038285,-14.2109033506025,27.1065082474666,C6
Electrode,83.9685077363707,-16.8686546622778,-8.90496576978676,T8
Electrode,81.0037318039664,-17.3789253169429,-48.3603224482645,T10
Electrode,-87.641443134318,-48.1059952760563,-48.0952814797485,TP9
Electrode,-81.7833270082951,-45.9341157688636,-7.37230483758029,TP7
Electrode,-80.2351655377447,-46.807564199624,30.3099993327852,CP5
Electrode,-66.4278764582557,-47.619106114612,65.2820884097511,CP3
Electrode,-37.0723210753705,-48.1829359926339,89.5164028536673,CP1
Electrode,0.030588041815227,-48.3926745222967,98.4478034967941,CPz
Electrode,37.1608367064872,-48.1925964419493,89.6964960524735,CP2
Electrode,66.3836356655057,-47.633173042263,65.4655021176621,CP4
Electrode,80.4028500583916,-46.8299541084479,30.7637902634844,CP6
Electrode,82.5306527091969,-45.958340698148,-6.85105989093117,TP8
Electrode,87.7429146862752,-48.0013261917251,-47.4075101442095,TP10
Electrode,-68.2465949275067,-71.871065127229,-43.6555281345352,P9
Electrode,-72.5472847945135,-74.186410399601,-4.31740660156038,P7
Electrode,-68.9685851911986,-78.0778892316059,26.1497976970573,P5
Electrode,-55.9250209296365,-81.6002995244681,54.0114107996547,P3
Electrode,-30.9815074658967,-83.9149679722641,72.7941367414218,P1
Electrode,-0.408481680504942,-84.6416015825583,79.3491228355051,Pz
Electrode,30.3082189551876,-83.7455539934999,73.247172643811,P2
Electrode,55.1521214930314,-81.2288022506371,54.3294799480978,P4
Electrode,68.172961667817,-77.6241014488611,26.5805931319947,P6
Electrode,72.3033746788285,-73.7187546661071,-3.77156716806918,P8
Electrode,68.860005898281,-72.0156532436072,-43.182661341866,P10
Electrode,-51.4204388436699,-94.9905748945672,-39.6467068660127,PO9
Electrode,-55.1184572917751,-98.8816821361495,-0.394457787191353,PO7
Electrode,-36.9878015937476,-105.059084594416,33.3468236330157,PO3
Electrode,-0.2652051803561,-107.113030709497,45.7263205046441,POz
Electrode,36.3358910103923,-104.551976783361,33.4060821428056,PO4
Electrode,54.8190639593261,-98.1809073601252,0.013072724616987,PO8
Electrode,51.9245199869586,-95.2563288484837,-39.2866100465892,PO10
Electrode,-29.3679515021129,-114.574291885903,4.06333320025955,O1
Electrode,0.010142496052872,-118.484163220333,8.24853422726222,Oz
Electrode,29.2587766145344,-114.00396061952,4.26266611348492,O2
Electrode,0,-116.2,-30.5,Iz
Electrode,-27.5827447583441,-110.688779577359,-35.0381665640735,I1
Electrode,27.7116503378454,-110.679622142492,-34.8341697181721,I2
Electrode,-50.66,61.09,-87.18,Lch
Electrode,-40.66,61.09,-87.18,yLch
Electrode,50.66,61.09,-87.18,Rch
Electrode,40.66,61.09,-87.18,yRch
Electrode,49.26,41.95,-128.13,Rbu
Electrode,66.91,38.91,-92.83,yRbu
Fiducial,0,82.9,-43,Nz
Fiducial,0,-116.2,-30.5,Iz
Fiducial,-79.6,-20.6,-48.6,LPA
Fiducial,80.6,-20.6,-48.1,RPA
